gene_id	CHROM	POS	STRAND	gene_name	gene_locus	reg_locus	promoter
ENSG00000186838	chr19	40005752	+	SELV	chr19:40005753-40011326	chr19:39990606-40022495	chr19:40000752-40006751
ENSG00000176401	chr19	40023494	-	EID2B	chr19:40021630-40023494	chr19:40006751-40029871	chr19:40022495-40028494
ENSG00000176396	chr19	40030870	-	EID2	chr19:40028890-40030870	chr19:40028494-40088163	chr19:40029871-40035870
ENSG00000105198	chr19	40093163	+	LGALS13	chr19:40093164-40098116	chr19:40035870-40141533	chr19:40088163-40094162
ENSG00000249861	chr19	40146533	+	LGALS16	chr19:40146534-40151287	chr19:40094162-40190120	chr19:40141533-40147532
ENSG00000006659	chr19	40195120	+	LGALS14	chr19:40194946-40200084	chr19:40147532-40227669	chr19:40190120-40196119
ENSG00000105205	chr19	40228668	-	CLC	chr19:40221890-40228668	chr19:40196119-40262234	chr19:40227669-40233668
ENSG00000213921	chr19	40267234	+	LEUTX	chr19:40267235-40276775	chr19:40233668-40323275	chr19:40262234-40268233
ENSG00000105204	chr19	40324274	-	DYRK1B	chr19:40315990-40324841	chr19:40268233-40336055	chr19:40323275-40329274
ENSG00000105202	chr19	40337054	-	FBL	chr19:40325098-40337054	chr19:40329274-40439534	chr19:40336055-40342054
ENSG00000090920	chr19	40440533	-	FCGBP	chr19:40353963-40440533	chr19:40342054-40471911	chr19:40439534-40445533
ENSG00000013275	chr19	40476911	+	PSMC4	chr19:40476912-40487348	chr19:40445533-40497982	chr19:40471911-40477910
ENSG00000187187	chr19	40502982	+	ZNF546	chr19:40490041-40523514	chr19:40477910-40561117	chr19:40497982-40503981
ENSG00000128000	chr19	40562116	-	ZNF780B	chr19:40534167-40562116	chr19:40503981-40595846	chr19:40561117-40567116
ENSG00000197782	chr19	40596845	-	ZNF780A	chr19:40575059-40596845	chr19:40567116-40692650	chr19:40595846-40601845
ENSG00000130758	chr19	40697650	+	MAP3K10	chr19:40697651-40721482	chr19:40601845-40723307	chr19:40692650-40698649
ENSG00000174521	chr19	40724306	-	TTC9B	chr19:40721965-40724306	chr19:40698649-40790303	chr19:40723307-40729306
ENSG00000105221	chr19	40791302	-	AKT2	chr19:40736224-40791443	chr19:40729306-40849591	chr19:40790303-40796302
ENSG00000105223	chr19	40854591	+	PLD3	chr19:40854363-40886346	chr19:40796302-40855590	chr19:40849591-40855590
ENSG00000160392	chr19	40854434	-	C19orf47	chr19:40825443-40854434	chr19:40853435-40895095	chr19:40853435-40859434
ENSG00000160396	chr19	40896094	-	HIPK4	chr19:40885178-40896094	chr19:40859434-40918274	chr19:40895095-40901094
ENSG00000105227	chr19	40919273	-	PRX	chr19:40899675-40919273	chr19:40901094-40930933	chr19:40918274-40924273
ENSG00000197019	chr19	40931932	-	SERTAD1	chr19:40927499-40931932	chr19:40924273-40949613	chr19:40930933-40936932
ENSG00000167565	chr19	40950612	-	SERTAD3	chr19:40946751-40950612	chr19:40936932-40967147	chr19:40949613-40955612
ENSG00000160460	chr19	40972147	+	SPTBN4	chr19:40972148-41082370	chr19:40955612-40973146	chr19:40967147-40973146
ENSG00000090013	chr19	40971747	-	BLVRB	chr19:40953696-40971747	chr19:40970748-41077756	chr19:40970748-40976747
ENSG00000160410	chr19	41082756	+	SHKBP1	chr19:41082757-41097305	chr19:40976747-41098140	chr19:41077756-41083755
ENSG00000090006	chr19	41103140	+	LTBP4	chr19:41098789-41135725	chr19:41083755-41195557	chr19:41098140-41104139
ENSG00000105245	chr19	41196556	-	NUMBL	chr19:41172596-41196877	chr19:41104139-41218007	chr19:41195557-41201556
ENSG00000086544	chr19	41223007	+	ITPKC	chr19:41223008-41246765	chr19:41201556-41224006	chr19:41218007-41224006
ENSG00000123815	chr19	41222790	-	ADCK4	chr19:41197434-41224112	chr19:41221791-41251763	chr19:41221791-41227790
ENSG00000077312	chr19	41256763	+	SNRPA	chr19:41256542-41271294	chr19:41227790-41276281	chr19:41251763-41257762
ENSG00000261857	chr19	41281281	+	MIA	chr19:41277553-41283395	chr19:41257762-41282280	chr19:41276281-41282280
ENSG00000167578	chr19	41284120	+	RAB4B	chr19:41284121-41302847	chr19:41279120-41300449	chr19:41279120-41285119
ENSG00000269858	chr19	41305449	+	EGLN2	chr19:41304901-41314338	chr19:41285119-41355353	chr19:41300449-41306448
ENSG00000255974	chr19	41356352	-	CYP2A6	chr19:41349443-41356352	chr19:41306448-41387658	chr19:41355353-41361352
ENSG00000198077	chr19	41388657	-	CYP2A7	chr19:41381344-41388657	chr19:41361352-41492203	chr19:41387658-41393657
ENSG00000197408	chr19	41497203	+	CYP2B6	chr19:41497204-41524303	chr19:41393657-41589376	chr19:41492203-41498202
ENSG00000197838	chr19	41594376	+	CYP2A13	chr19:41594377-41602100	chr19:41498202-41615336	chr19:41589376-41595375
ENSG00000197446	chr19	41620336	+	CYP2F1	chr19:41620337-41634271	chr19:41595375-41693953	chr19:41615336-41621335
ENSG00000167600	chr19	41698953	+	CYP2S1	chr19:41698954-41713444	chr19:41621335-41720107	chr19:41693953-41699952
ENSG00000167601	chr19	41725107	+	AXL	chr19:41725108-41767671	chr19:41699952-41765235	chr19:41720107-41726106
ENSG00000105323	chr19	41770235	+	HNRNPUL1	chr19:41768401-41813503	chr19:41726106-41811093	chr19:41765235-41771234
ENSG00000142039	chr19	41816093	+	CCDC97	chr19:41816094-41830788	chr19:41771234-41858817	chr19:41811093-41817092
ENSG00000105329	chr19	41859816	-	TGFB1	chr19:41807492-41859816	chr19:41817092-41869079	chr19:41858817-41864816
ENSG00000123810	chr19	41870078	-	B9D2	chr19:41860326-41870078	chr19:41864816-41877128	chr19:41869079-41875078
ENSG00000142046	chr19	41882128	+	TMEM91	chr19:41856816-41889988	chr19:41875078-41883127	chr19:41877128-41883127
ENSG00000255730	chr19	41882661	+	CTC-435M10.3	chr19:41856758-41930906	chr19:41877661-41898364	chr19:41877661-41883660
ENSG00000248098	chr19	41903364	+	BCKDHA	chr19:41884215-41930910	chr19:41883660-41904363	chr19:41898364-41904363
ENSG00000077348	chr19	41903384	-	EXOSC5	chr19:41892279-41903384	chr19:41902385-41933636	chr19:41902385-41908384
ENSG00000177191	chr19	41934635	-	B3GNT8	chr19:41931264-41934635	chr19:41908384-41944445	chr19:41933636-41939635
ENSG00000105341	chr19	41945444	-	ATP5SL	chr19:41937223-41946622	chr19:41939635-42077600	chr19:41944445-41950444
ENSG00000007129	chr19	42082600	+	CEACAM21	chr19:42055886-42093197	chr19:41950444-42132443	chr19:42077600-42083599
ENSG00000105352	chr19	42133442	-	CEACAM4	chr19:42125344-42133442	chr19:42083599-42191297	chr19:42132443-42138442
ENSG00000007306	chr19	42192296	-	CEACAM7	chr19:42177235-42210895	chr19:42138442-42207536	chr19:42191297-42197296
ENSG00000105388	chr19	42212536	+	CEACAM5	chr19:42212504-42233718	chr19:42197296-42254328	chr19:42207536-42213535
ENSG00000086548	chr19	42259328	+	CEACAM6	chr19:42254885-42276113	chr19:42213535-42295368	chr19:42254328-42260327
ENSG00000170956	chr19	42300368	+	CEACAM3	chr19:42300369-42315591	chr19:42260327-42344117	chr19:42295368-42301367
ENSG00000142025	chr19	42349117	+	DMRTC2	chr19:42348806-42356401	chr19:42301367-42350116	chr19:42344117-42350116
ENSG00000183103	chr19	42348736	-	LYPD4	chr19:42341148-42348760	chr19:42347737-42358987	chr19:42347737-42353736
ENSG00000105372	chr19	42363987	+	RPS19	chr19:42363988-42376994	chr19:42353736-42376189	chr19:42358987-42364986
ENSG00000105369	chr19	42381189	+	CD79A	chr19:42381190-42385439	chr19:42364986-42383514	chr19:42376189-42382188
ENSG00000076928	chr19	42388514	+	ARHGEF1	chr19:42387228-42434302	chr19:42382188-42462543	chr19:42383514-42389513
ENSG00000105404	chr19	42463542	-	RABAC1	chr19:42460833-42463542	chr19:42389513-42497383	chr19:42462543-42468542
ENSG00000105409	chr19	42498382	-	ATP1A3	chr19:42470734-42501649	chr19:42468542-42568923	chr19:42497383-42503382
ENSG00000105737	chr19	42569922	-	GRIK5	chr19:42502473-42573650	chr19:42503382-42574922	chr19:42568923-42574922
ENSG00000105732	chr19	42574517	+	ZNF574	chr19:42572629-42585701	chr19:42569517-42635580	chr19:42569517-42575516
ENSG00000028277	chr19	42636579	-	POU2F2	chr19:42590263-42700737	chr19:42575516-42719422	chr19:42635580-42641579
ENSG00000167625	chr19	42724422	+	ZNF526	chr19:42724423-42732353	chr19:42641579-42725421	chr19:42719422-42725421
ENSG00000160570	chr19	42724275	-	DEDD2	chr19:42702750-42724292	chr19:42723276-42745746	chr19:42723276-42729275
ENSG00000105723	chr19	42746745	-	GSK3A	chr19:42734338-42746777	chr19:42729275-42758285	chr19:42745746-42751745
ENSG00000268643	chr19	42759284	-	AC006486.9	chr19:42738735-42759284	chr19:42751745-42764284	chr19:42758285-42764284
ENSG00000105722	chr19	42759309	-	ERF	chr19:42751724-42759309	chr19:42758310-42783816	chr19:42758310-42764309
ENSG00000079432	chr19	42788816	+	CIC	chr19:42772689-42799949	chr19:42764309-42805930	chr19:42783816-42789815
ENSG00000079462	chr19	42806929	-	PAFAH1B3	chr19:42801185-42807698	chr19:42789815-42811929	chr19:42805930-42811929
ENSG00000188368	chr19	42812925	+	PRR19	chr19:42806250-42814973	chr19:42807925-42813924	chr19:42807925-42813924
ENSG00000167619	chr19	42817487	+	TMEM145	chr19:42817477-42829214	chr19:42812487-42824760	chr19:42812487-42818486
ENSG00000105429	chr19	42829760	+	MEGF8	chr19:42829761-42882921	chr19:42818486-42893440	chr19:42824760-42830759
ENSG00000105427	chr19	42894439	-	CNFN	chr19:42891171-42894439	chr19:42830759-42930579	chr19:42893440-42899439
ENSG00000079435	chr19	42931578	-	LIPE	chr19:42905659-42931578	chr19:42899439-42946201	chr19:42930579-42936578
ENSG00000189377	chr19	42947200	-	CXCL17	chr19:42932440-42947200	chr19:42936578-43031662	chr19:42946201-42952200
ENSG00000079385	chr19	43032661	-	CEACAM1	chr19:43011456-43065386	chr19:42952200-43098083	chr19:43031662-43037661
ENSG00000124469	chr19	43099082	-	CEACAM8	chr19:43084393-43099207	chr19:43037661-43243722	chr19:43098083-43104082
ENSG00000221826	chr19	43244721	-	PSG3	chr19:43225790-43244721	chr19:43104082-43268832	chr19:43243722-43249721
ENSG00000124467	chr19	43269831	-	PSG8	chr19:43256838-43359843	chr19:43249721-43382872	chr19:43268832-43274831
ENSG00000231924	chr19	43383871	-	PSG1	chr19:43370616-43383974	chr19:43274831-43420990	chr19:43382872-43388871
ENSG00000170848	chr19	43421989	-	PSG6	chr19:43406231-43423715	chr19:43388871-43529629	chr19:43420990-43426989
ENSG00000243130	chr19	43530628	-	PSG11	chr19:43511808-43530664	chr19:43426989-43585821	chr19:43529629-43535628
ENSG00000242221	chr19	43586820	-	PSG2	chr19:43568363-43587197	chr19:43535628-43689689	chr19:43585821-43591820
ENSG00000204941	chr19	43690688	-	PSG5	chr19:43670408-43690688	chr19:43591820-43708927	chr19:43689689-43695688
ENSG00000243137	chr19	43709926	-	PSG4	chr19:43696854-43711451	chr19:43695688-43772681	chr19:43708927-43714926
ENSG00000183668	chr19	43773680	-	PSG9	chr19:43715943-43773682	chr19:43714926-43900647	chr19:43772681-43778680
ENSG00000131126	chr19	43905647	+	TEX101	chr19:43905648-43922763	chr19:43778680-43968813	chr19:43900647-43906646
ENSG00000124466	chr19	43969812	-	LYPD3	chr19:43964939-43969812	chr19:43906646-44008088	chr19:43968813-43974812
ENSG00000176531	chr19	44009087	-	PHLDB3	chr19:43979106-44009087	chr19:43974812-44030397	chr19:44008088-44014087
ENSG00000105755	chr19	44031396	-	ETHE1	chr19:44010871-44031396	chr19:44014087-44036396	chr19:44030397-44036396
ENSG00000176472	chr19	44037355	+	ZNF575	chr19:44029649-44040282	chr19:44032355-44079159	chr19:44032355-44038354
ENSG00000073050	chr19	44080158	-	XRCC1	chr19:44047192-44084625	chr19:44038354-44085158	chr19:44079159-44085158
ENSG00000234465	chr19	44085188	+	PINLYP	chr19:44080952-44088116	chr19:44080188-44095756	chr19:44080188-44086187
ENSG00000124444	chr19	44100756	+	ZNF576	chr19:44100544-44105309	chr19:44086187-44101755	chr19:44095756-44101755
ENSG00000167378	chr19	44100287	-	IRGQ	chr19:44088521-44100287	chr19:44099288-44123027	chr19:44099288-44105287
ENSG00000131116	chr19	44124026	-	ZNF428	chr19:44111371-44124026	chr19:44105287-44142992	chr19:44123027-44129026
ENSG00000105767	chr19	44143991	-	CADM4	chr19:44126520-44143991	chr19:44129026-44173503	chr19:44142992-44148991
ENSG00000011422	chr19	44174502	-	PLAUR	chr19:44150247-44174699	chr19:44148991-44215161	chr19:44173503-44179502
ENSG00000124449	chr19	44220161	+	IRGC	chr19:44220162-44224173	chr19:44179502-44258143	chr19:44215161-44221160
ENSG00000105771	chr19	44259142	-	SMG9	chr19:44235301-44259142	chr19:44221160-44284410	chr19:44258143-44264142
ENSG00000104783	chr19	44285409	-	KCNN4	chr19:44270685-44285409	chr19:44264142-44305614	chr19:44284410-44290409
ENSG00000159871	chr19	44306613	-	LYPD5	chr19:44300081-44331358	chr19:44290409-44326443	chr19:44305614-44311613
ENSG00000167637	chr19	44331443	+	ZNF283	chr19:44331444-44353307	chr19:44311613-44387117	chr19:44326443-44332442
ENSG00000176222	chr19	44388116	-	ZNF404	chr19:44376515-44405537	chr19:44332442-44438412	chr19:44387117-44393116
ENSG00000124459	chr19	44439411	-	ZNF45	chr19:44416781-44439430	chr19:44393116-44450396	chr19:44438412-44444411
ENSG00000159905	chr19	44455396	+	ZNF221	chr19:44455375-44471861	chr19:44444411-44483345	chr19:44450396-44456395
ENSG00000204920	chr19	44488345	+	ZNF155	chr19:44472014-44502477	chr19:44456395-44502099	chr19:44483345-44489344
ENSG00000159882	chr19	44507099	+	ZNF230	chr19:44507100-44518078	chr19:44489344-44524505	chr19:44502099-44508098
ENSG00000267022	chr19	44529505	+	ZNF223	chr19:44529506-44591471	chr19:44508098-44530504	chr19:44524505-44530504
ENSG00000159885	chr19	44529551	+	ZNF222	chr19:44529494-44537265	chr19:44524551-44551161	chr19:44524551-44530550
ENSG00000178386	chr19	44556161	+	ZNF223	chr19:44555520-44572144	chr19:44530550-44571296	chr19:44551161-44557160
ENSG00000186026	chr19	44576296	+	ZNF284	chr19:44576297-44593766	chr19:44557160-44593544	chr19:44571296-44577295
ENSG00000267680	chr19	44598544	+	ZNF224	chr19:44598492-44612479	chr19:44577295-44612510	chr19:44593544-44599543
ENSG00000256294	chr19	44617510	+	ZNF225	chr19:44616334-44637027	chr19:44599543-44640758	chr19:44612510-44618509
ENSG00000263002	chr19	44645758	+	ZNF234	chr19:44645710-44663156	chr19:44618509-44664307	chr19:44640758-44646757
ENSG00000167380	chr19	44669307	+	ZNF226	chr19:44669226-44682534	chr19:44646757-44711690	chr19:44664307-44670306
ENSG00000131115	chr19	44716690	+	ZNF227	chr19:44711700-44741421	chr19:44670306-44759075	chr19:44711690-44717689
ENSG00000159915	chr19	44764075	+	ZNF233	chr19:44754318-44779470	chr19:44717689-44808179	chr19:44759075-44765074
ENSG00000159917	chr19	44809178	-	ZNF235	chr19:44732882-44809199	chr19:44765074-44859833	chr19:44808179-44814178
ENSG00000062370	chr19	44860832	-	ZNF112	chr19:44830708-44871377	chr19:44814178-44904756	chr19:44859833-44865832
ENSG00000267508	chr19	44905755	-	ZNF285	chr19:44886459-44905774	chr19:44865832-44910755	chr19:44904756-44910755
ENSG00000267173	chr19	44905774	-	CTC-512J12.6	chr19:44833848-44905774	chr19:44904775-44951666	chr19:44904775-44910774
ENSG00000167383	chr19	44952665	-	ZNF229	chr19:44921685-44952766	chr19:44910774-45003575	chr19:44951666-44957665
ENSG00000167384	chr19	45004574	-	ZNF180	chr19:44979854-45004576	chr19:44957665-45111939	chr19:45003575-45009574
ENSG00000216588	chr19	45116939	+	IGSF23	chr19:45116940-45140081	chr19:45009574-45142097	chr19:45111939-45117938
ENSG00000073008	chr19	45147097	+	PVR	chr19:45147098-45166850	chr19:45117938-45169993	chr19:45142097-45148096
ENSG00000186567	chr19	45174993	+	CEACAM19	chr19:45165545-45187631	chr19:45148096-45197420	chr19:45169993-45175992
ENSG00000213892	chr19	45202420	+	CEACAM16	chr19:45202421-45213986	chr19:45175992-45246803	chr19:45197420-45203419
ENSG00000069399	chr19	45251803	+	BCL3	chr19:45250962-45263301	chr19:45203419-45276125	chr19:45246803-45252802
ENSG00000142273	chr19	45281125	+	CBLC	chr19:45281126-45303891	chr19:45252802-45307359	chr19:45276125-45282124
ENSG00000187244	chr19	45312359	+	BCAM	chr19:45312328-45324673	chr19:45282124-45344782	chr19:45307359-45313358
ENSG00000130202	chr19	45349782	+	PVRL2	chr19:45349432-45392485	chr19:45313358-45389492	chr19:45344782-45350781
ENSG00000130204	chr19	45394492	+	TOMM40	chr19:45393826-45406946	chr19:45350781-45404010	chr19:45389492-45395491
ENSG00000130203	chr19	45409010	+	APOE	chr19:45409011-45412650	chr19:45395491-45412503	chr19:45404010-45410009
ENSG00000130208	chr19	45417503	+	APOC1	chr19:45417504-45422606	chr19:45410009-45440494	chr19:45412503-45418502
ENSG00000224916	chr19	45445494	+	APOC4-APOC2	chr19:45445495-45452822	chr19:45418502-45446493	chr19:45440494-45446493
ENSG00000267467	chr19	45445494	+	APOC4	chr19:45445495-45452820	chr19:45440494-45446493	chr19:45440494-45446493
ENSG00000234906	chr19	45450459	+	APOC2	chr19:45449243-45452822	chr19:45445459-45453502	chr19:45445459-45451458
ENSG00000104853	chr19	45458502	+	CLPTM1	chr19:45457842-45496599	chr19:45451458-45499687	chr19:45453502-45459501
ENSG00000104856	chr19	45504687	+	RELB	chr19:45504688-45541452	chr19:45459501-45537297	chr19:45499687-45505686
ENSG00000104859	chr19	45542297	+	CLASRP	chr19:45542298-45574214	chr19:45505686-45577519	chr19:45537297-45543296
ENSG00000142252	chr19	45582519	+	GEMIN7	chr19:45582453-45594782	chr19:45543296-45583518	chr19:45577519-45583518
ENSG00000170684	chr19	45579846	-	ZNF296	chr19:45574758-45579846	chr19:45578847-45591219	chr19:45578847-45584846
ENSG00000104866	chr19	45596219	+	PPP1R37	chr19:45594654-45651335	chr19:45584846-45662409	chr19:45591219-45597218
ENSG00000179846	chr19	45663408	-	NKPD1	chr19:45653008-45663408	chr19:45597218-45677002	chr19:45662409-45668408
ENSG00000189114	chr19	45682002	+	BLOC1S3	chr19:45682003-45685059	chr19:45668408-45683001	chr19:45677002-45683001
ENSG00000007255	chr19	45681495	-	TRAPPC6A	chr19:45666186-45681495	chr19:45680496-45736470	chr19:45680496-45686495
ENSG00000130201	chr19	45737469	-	EXOC3L2	chr19:45715879-45737469	chr19:45686495-45749515	chr19:45736470-45742469
ENSG00000007047	chr19	45754515	+	MARK4	chr19:45582546-45808541	chr19:45742469-45825236	chr19:45749515-45755514
ENSG00000104879	chr19	45826235	-	CKM	chr19:45809672-45826235	chr19:45755514-45839010	chr19:45825236-45831235
ENSG00000104892	chr19	45844010	+	KLC3	chr19:45836692-45854778	chr19:45831235-45872877	chr19:45839010-45845009
ENSG00000104884	chr19	45873876	-	ERCC2	chr19:45853095-45874176	chr19:45845009-45904466	chr19:45872877-45878876
ENSG00000117877	chr19	45909466	+	CD3EAP	chr19:45909467-45914024	chr19:45878876-45910465	chr19:45904466-45910465
ENSG00000104881	chr19	45909607	-	PPP1R13L	chr19:45882892-45909607	chr19:45908608-45925825	chr19:45908608-45914607
ENSG00000012061	chr19	45926824	-	ERCC1	chr19:45910591-45982086	chr19:45914607-45966252	chr19:45925825-45931824
ENSG00000125740	chr19	45971252	+	FOSB	chr19:45971253-45978437	chr19:45931824-45996730	chr19:45966252-45972251
ENSG00000213889	chr19	46001730	+	PPM1N	chr19:45992035-46005768	chr19:45972251-46002729	chr19:45996730-46002729
ENSG00000125744	chr19	46000319	-	RTN2	chr19:45988547-46000319	chr19:45999320-46005673	chr19:45999320-46005319
ENSG00000125753	chr19	46010673	+	VASP	chr19:46009837-46030241	chr19:46005319-46087101	chr19:46005673-46011672
ENSG00000125741	chr19	46088100	-	OPA3	chr19:46030685-46105470	chr19:46011672-46104467	chr19:46087101-46093100
ENSG00000177464	chr19	46105466	-	GPR4	chr19:46093022-46105466	chr19:46093100-46147888	chr19:46104467-46110466
ENSG00000125746	chr19	46148887	-	EML2	chr19:46110252-46148887	chr19:46110466-46166501	chr19:46147888-46153887
ENSG00000010310	chr19	46171501	+	GIPR	chr19:46171502-46186982	chr19:46153887-46190740	chr19:46166501-46172500
ENSG00000011478	chr19	46195740	+	QPCTL	chr19:46195741-46207247	chr19:46172500-46196739	chr19:46190740-46196739
ENSG00000125743	chr19	46195591	-	SNRPD2	chr19:46190712-46195827	chr19:46194592-46231508	chr19:46194592-46200591
ENSG00000237452	chr19	46236508	+	AC074212.3	chr19:46236509-46267792	chr19:46200591-46237507	chr19:46231508-46237507
ENSG00000177051	chr19	46234162	-	FBXO46	chr19:46213887-46234162	chr19:46233163-46271485	chr19:46233163-46239162
ENSG00000177045	chr19	46272484	-	SIX5	chr19:46268043-46272484	chr19:46239162-46282862	chr19:46271485-46277484
ENSG00000104936	chr19	46283861	-	DMPK	chr19:46272975-46285810	chr19:46277484-46288861	chr19:46282862-46288861
ENSG00000268434	chr19	46288971	-	AC011530.4	chr19:46282695-46289231	chr19:46287972-46295061	chr19:46287972-46293971
ENSG00000185800	chr19	46296060	-	DMWD	chr19:46286205-46296060	chr19:46293971-46317578	chr19:46295061-46301060
ENSG00000104941	chr19	46318577	-	RSPH6A	chr19:46298968-46318577	chr19:46301060-46362517	chr19:46317578-46323577
ENSG00000170608	chr19	46367517	+	FOXA3	chr19:46367247-46377055	chr19:46323577-46368516	chr19:46362517-46368516
ENSG00000125755	chr19	46366548	-	SYMPK	chr19:46318668-46366548	chr19:46365549-46388377	chr19:46365549-46371548
ENSG00000170604	chr19	46389376	-	IRF2BP1	chr19:46386866-46389376	chr19:46371548-46404863	chr19:46388377-46394376
ENSG00000176182	chr19	46405862	-	MYPOP	chr19:46393278-46405862	chr19:46394376-46417037	chr19:46404863-46410862
ENSG00000188425	chr19	46418036	-	NANOS2	chr19:46416475-46418036	chr19:46410862-46475805	chr19:46417037-46423036
ENSG00000104967	chr19	46476804	-	NOVA2	chr19:46436992-46476804	chr19:46423036-46493724	chr19:46475805-46481804
ENSG00000104983	chr19	46498724	+	CCDC61	chr19:46498339-46524576	chr19:46481804-46525324	chr19:46493724-46499723
ENSG00000008438	chr19	46526323	-	PGLYRP1	chr19:46522411-46526323	chr19:46499723-46543275	chr19:46525324-46531323
ENSG00000204869	chr19	46544274	-	IGFL4	chr19:46543006-46580376	chr19:46531323-46626932	chr19:46543275-46549274
ENSG00000188624	chr19	46627931	-	IGFL3	chr19:46623328-46627931	chr19:46549274-46646038	chr19:46626932-46632931
ENSG00000204866	chr19	46651038	+	IGFL2	chr19:46646363-46664556	chr19:46632931-46728008	chr19:46646038-46652037
ENSG00000188293	chr19	46733008	+	IGFL1	chr19:46733009-46734500	chr19:46652037-46795302	chr19:46728008-46734007
ENSG00000124440	chr19	46800302	+	HIF3A	chr19:46800303-46846690	chr19:46734007-46845250	chr19:46795302-46801301
ENSG00000011485	chr19	46850250	+	PPP5C	chr19:46850251-46896238	chr19:46801301-46915842	chr19:46845250-46851249
ENSG00000169515	chr19	46916841	-	CCDC8	chr19:46913629-46916841	chr19:46851249-47099492	chr19:46915842-46921841
ENSG00000160014	chr19	47104492	+	CALM3	chr19:47104331-47114050	chr19:46921841-47127376	chr19:47099492-47105491
ENSG00000160013	chr19	47128375	-	PTGIR	chr19:47123725-47128375	chr19:47105491-47136943	chr19:47127376-47133375
ENSG00000167414	chr19	47137942	-	GNG8	chr19:47137333-47137942	chr19:47133375-47163396	chr19:47136943-47142942
ENSG00000197380	chr19	47164395	-	DACT3	chr19:47150869-47164395	chr19:47142942-47219385	chr19:47163396-47169395
ENSG00000105287	chr19	47220384	-	PRKD2	chr19:47177532-47220384	chr19:47169395-47244302	chr19:47219385-47225384
ENSG00000181027	chr19	47249302	+	FKRP	chr19:47249303-47280245	chr19:47225384-47250301	chr19:47244302-47250301
ENSG00000090372	chr19	47250138	-	STRN4	chr19:47222764-47250251	chr19:47249139-47290852	chr19:47249139-47255138
ENSG00000105281	chr19	47291851	-	SLC1A5	chr19:47278140-47291851	chr19:47255138-47353250	chr19:47290852-47296851
ENSG00000042753	chr19	47354249	-	AP2S1	chr19:47341393-47354249	chr19:47296851-47416932	chr19:47353250-47359249
ENSG00000160007	chr19	47421932	+	ARHGAP35	chr19:47421933-47508334	chr19:47359249-47518076	chr19:47416932-47422931
ENSG00000130751	chr19	47523076	+	NPAS1	chr19:47523077-47549033	chr19:47422931-47550889	chr19:47518076-47524075
ENSG00000130748	chr19	47551888	-	TMEM160	chr19:47549165-47551888	chr19:47524075-47616010	chr19:47550889-47556888
ENSG00000130749	chr19	47617009	-	ZC3H4	chr19:47567444-47617009	chr19:47556888-47629119	chr19:47616010-47622009
ENSG00000142230	chr19	47634119	+	SAE1	chr19:47616531-47713886	chr19:47622009-47735024	chr19:47629119-47635118
ENSG00000105327	chr19	47736023	-	BBC3	chr19:47724081-47736023	chr19:47635118-47754715	chr19:47735024-47741023
ENSG00000105321	chr19	47759715	+	CCDC9	chr19:47759237-47775210	chr19:47741023-47773141	chr19:47754715-47760714
ENSG00000257704	chr19	47778141	+	PRR24	chr19:47778142-47778979	chr19:47760714-47808130	chr19:47773141-47779140
ENSG00000197405	chr19	47813130	+	C5AR1	chr19:47793280-47825323	chr19:47779140-47830403	chr19:47808130-47814129
ENSG00000134830	chr19	47835403	+	C5AR2	chr19:47835404-47846606	chr19:47814129-47847537	chr19:47830403-47836402
ENSG00000134815	chr19	47852537	+	DHX34	chr19:47852538-47885961	chr19:47836402-47921546	chr19:47847537-47853536
ENSG00000105419	chr19	47922545	-	MEIS3	chr19:47906381-47922780	chr19:47853536-47974426	chr19:47921546-47927545
ENSG00000118160	chr19	47975425	-	SLC8A2	chr19:47931274-47975425	chr19:47927545-47986526	chr19:47974426-47980425
ENSG00000118162	chr19	47987525	-	KPTN	chr19:47978401-47987525	chr19:47980425-48017498	chr19:47986526-47992525
ENSG00000105402	chr19	48018497	-	NAPA	chr19:47990894-48018497	chr19:47992525-48058114	chr19:48017498-48023497
ENSG00000118156	chr19	48059113	-	ZNF541	chr19:48023942-48059113	chr19:48023497-48106452	chr19:48058114-48064113
ENSG00000063169	chr19	48111452	+	GLTSCR1	chr19:48111453-48206533	chr19:48064113-48211599	chr19:48106452-48112451
ENSG00000024422	chr19	48216599	+	EHD2	chr19:48216600-48246391	chr19:48112451-48243778	chr19:48211599-48217598
ENSG00000105373	chr19	48248778	+	GLTSCR2	chr19:48248779-48260315	chr19:48217598-48276828	chr19:48243778-48249777
ENSG00000178980	chr19	48281828	+	SEPW1	chr19:48281829-48287943	chr19:48249777-48305947	chr19:48276828-48282827
ENSG00000178928	chr19	48306946	-	TPRX1	chr19:48304500-48322308	chr19:48282827-48320096	chr19:48305947-48311946
ENSG00000105392	chr19	48325096	+	CRX	chr19:48322703-48346587	chr19:48311946-48388655	chr19:48320096-48326095
ENSG00000105398	chr19	48389654	-	SULT2A1	chr19:48373723-48389654	chr19:48326095-48492907	chr19:48388655-48394654
ENSG00000169393	chr19	48497907	+	ELSPBP1	chr19:48497908-48528410	chr19:48394654-48498906	chr19:48492907-48498906
ENSG00000188334	chr19	48495427	-	BSPH1	chr19:48471303-48495427	chr19:48494428-48546311	chr19:48494428-48500427
ENSG00000105507	chr19	48547310	-	CABP5	chr19:48533210-48547310	chr19:48500427-48613075	chr19:48546311-48552310
