gene_id	CHROM	POS	STRAND	gene_name	interval
ENSG00000100034	chr22	22307209	-	PPM1F	chr22:22273793-22307209
ENSG00000100038	chr22	22337147	-	TOP3B	chr22:22311397-22337213
ENSG00000169575	chr22	22599086	+	VPREB1	chr22:22599087-22599927
ENSG00000198477	chr22	22863505	-	ZNF280B	chr22:22838767-22863505
ENSG00000169548	chr22	22874613	-	ZNF280A	chr22:22868060-22874613
ENSG00000185686	chr22	22901696	-	PRAME	chr22:22890123-22901768
ENSG00000100121	chr22	22988815	+	GGTLC2	chr22:22988780-22990368
ENSG00000254709	chr22	23229959	+	IGLL5	chr22:23229960-23238287
ENSG00000128266	chr22	23412539	+	GNAZ	chr22:23412540-23467224
ENSG00000100218	chr22	23484280	-	RTDR1	chr22:23401593-23487208
ENSG00000100228	chr22	23487512	+	RAB36	chr22:23487513-23506537
ENSG00000186716	chr22	23522396	+	BCR	chr22:23521891-23660224
ENSG00000128322	chr22	23922495	-	IGLL1	chr22:23915312-23922495
ENSG00000189269	chr22	23974508	-	C22orf43	chr22:23950639-23974508
ENSG00000159496	chr22	24033047	+	RGL4	chr22:24030323-24041363
ENSG00000187792	chr22	24093279	-	ZNF70	chr22:24083769-24093279
ENSG00000128218	chr22	24096655	-	VPREB3	chr22:24094930-24096655
ENSG00000250479	chr22	24110630	-	CHCHD10	chr22:24108021-24110630
ENSG00000099953	chr22	24115005	+	MMP11	chr22:24110413-24126503
ENSG00000099956	chr22	24129160	+	SMARCB1	chr22:24129150-24176703
ENSG00000099958	chr22	24181193	-	DERL3	chr22:24176690-24181315
ENSG00000133460	chr22	24199058	+	SLC2A11	chr22:24198890-24228496
ENSG00000251357	chr22	24204374	+	AP000350.10	chr22:24204375-24237410
ENSG00000240972	chr22	24236190	+	MIF	chr22:24236191-24237414
ENSG00000133433	chr22	24303373	-	GSTT2B	chr22:24299601-24303373
ENSG00000099974	chr22	24309088	+	DDTL	chr22:24309089-24314721
ENSG00000099977	chr22	24316773	-	DDT	chr22:24313554-24322660
ENSG00000099984	chr22	24322338	+	GSTT2	chr22:24322339-24326106
ENSG00000184674	chr22	24384284	-	GSTT1	chr22:24376133-24384680
ENSG00000099991	chr22	24407867	+	CABIN1	chr22:24407642-24574596
ENSG00000099994	chr22	24577226	+	SUSD2	chr22:24577227-24585078
ENSG00000099998	chr22	24641027	-	GGT5	chr22:24615622-24641110
ENSG00000100014	chr22	24666807	+	SPECC1L	chr22:24666786-24813708
ENSG00000128271	chr22	24823529	+	ADORA2A	chr22:24813847-24838328
ENSG00000100024	chr22	24891027	+	UPB1	chr22:24863206-24924358
ENSG00000138867	chr22	24951150	-	GUCD1	chr22:24936406-24951903
ENSG00000100028	chr22	24951470	+	SNRPD3	chr22:24951471-25005947
ENSG00000100031	chr22	24999167	+	GGT1	chr22:24979718-25024972
ENSG00000184571	chr22	25170683	-	PIWIL3	chr22:25115001-25170687
ENSG00000167037	chr22	25202285	+	SGSM1	chr22:25202236-25323545
ENSG00000206069	chr22	25342662	-	TMEM211	chr22:25331077-25342662
ENSG00000100053	chr22	25595816	+	CRYBB3	chr22:25595817-25603330
ENSG00000244752	chr22	25615488	+	CRYBB2	chr22:25615489-25627836
ENSG00000100077	chr22	25960815	+	ADRBK2	chr22:25960816-26125261
ENSG00000133454	chr22	26138119	+	MYO18B	chr22:26138111-26427007
ENSG00000100095	chr22	26565540	+	SEZ6L	chr22:26565440-26779562
ENSG00000128203	chr22	26825238	+	ASPHD2	chr22:26825239-26840981
ENSG00000100099	chr22	26879778	-	HPS4	chr22:26839389-26879803
ENSG00000100104	chr22	26879842	+	SRRD	chr22:26879843-26890624
ENSG00000100109	chr22	26908471	-	TFIP11	chr22:26887191-26908471
ENSG00000128294	chr22	26986127	-	TPST2	chr22:26921458-26992681
ENSG00000100122	chr22	27014052	-	CRYBB1	chr22:26995242-27014052
ENSG00000196431	chr22	27017927	+	CRYBA4	chr22:27017928-27026636
ENSG00000169184	chr22	28197486	-	MN1	chr22:28144265-28197486
ENSG00000180957	chr22	28315256	-	PITPNB	chr22:28247657-28316122
ENSG00000100154	chr22	29075853	-	TTC28	chr22:28374004-29075853
ENSG00000183765	chr22	29137826	-	CHEK2	chr22:29083731-29138410
ENSG00000100209	chr22	29138018	+	HSCB	chr22:29138019-29153503
ENSG00000159873	chr22	29168661	+	CCDC117	chr22:29168662-29185283
ENSG00000100219	chr22	29196585	-	XBP1	chr22:29190543-29196585
ENSG00000183579	chr22	29279579	+	ZNRF3	chr22:29279580-29453475
ENSG00000183762	chr22	29469105	+	KREMEN1	chr22:29469066-29564321
ENSG00000186998	chr22	29601839	+	EMID1	chr22:29601840-29655586
ENSG00000100263	chr22	29663967	-	RHBDD3	chr22:29655841-29664198
ENSG00000182944	chr22	29664304	+	EWSR1	chr22:29663998-29696515
ENSG00000185340	chr22	29703030	+	GAS2L1	chr22:29702572-29708774
ENSG00000100276	chr22	29711745	-	RASL10A	chr22:29708922-29715668
ENSG00000100280	chr22	29784572	-	AP1B1	chr22:29723669-29819168
ENSG00000128250	chr22	29834571	+	RFPL1	chr22:29834572-29838444
ENSG00000100285	chr22	29876218	+	NEFH	chr22:29876219-29887379
ENSG00000100296	chr22	29949771	-	THOC5	chr22:29901868-29951205
ENSG00000184117	chr22	29977326	-	NIPSNAP1	chr22:29950797-29977326
ENSG00000186575	chr22	29999546	+	NF2	chr22:29999545-30094587
ENSG00000100314	chr22	30116072	+	CABP7	chr22:30116073-30127828
ENSG00000100319	chr22	30162969	-	ZMAT5	chr22:30126945-30163000
ENSG00000184076	chr22	30163357	+	UQCR10	chr22:30163358-30166402
ENSG00000100325	chr22	30234265	-	ASCC2	chr22:30184597-30234271
ENSG00000100330	chr22	30279143	+	MTMR3	chr22:30279144-30426855
ENSG00000176635	chr22	30476162	+	HORMAD2	chr22:30476163-30573064
ENSG00000128342	chr22	30642840	-	LIF	chr22:30636436-30642840
ENSG00000099985	chr22	30662829	-	OSM	chr22:30658818-30662829
ENSG00000239282	chr22	30685616	-	GATSL3	chr22:30681106-30685616
ENSG00000099992	chr22	30722890	-	TBC1D10A	chr22:30687979-30723035
ENSG00000099995	chr22	30752936	-	SF3A1	chr22:30727977-30752936
ENSG00000099999	chr22	30783377	-	RNF215	chr22:30773835-30817760
ENSG00000100003	chr22	30792845	+	SEC14L2	chr22:30792846-30821305
ENSG00000249590	chr22	30805250	+	RP4-539M6.19	chr22:30805244-30824977
ENSG00000242114	chr22	30821517	+	MTFP1	chr22:30821518-30825045
ENSG00000100012	chr22	30868036	-	SEC14L3	chr22:30843946-30868036
ENSG00000133488	chr22	30901682	-	SEC14L4	chr22:30884900-30901698
ENSG00000214491	chr22	30942669	-	SEC14L6	chr22:30918786-30942669
ENSG00000128242	chr22	30961120	-	GAL3ST1	chr22:30950622-30970574
ENSG00000100029	chr22	30987927	-	PES1	chr22:30972612-31003070
ENSG00000185339	chr22	31002824	+	TCN2	chr22:31002825-31023265
ENSG00000100036	chr22	31031638	+	SLC35E4	chr22:31031639-31065003
ENSG00000167065	chr22	31063877	-	DUSP18	chr22:31048038-31063877
ENSG00000184792	chr22	31090792	+	OSBP2	chr22:31089769-31303811
ENSG00000133422	chr22	31364187	-	MORC2	chr22:31321117-31364284
ENSG00000183963	chr22	31477304	+	SMTN	chr22:31460091-31500743
ENSG00000198832	chr22	31516055	-	SELM	chr22:31500758-31516055
ENSG00000185133	chr22	31518979	+	INPP5J	chr22:31518717-31530682
ENSG00000100078	chr22	31536593	-	PLA2G3	chr22:31530795-31536593
ENSG00000138942	chr22	31556178	+	RNF185	chr22:31556168-31603005
ENSG00000182541	chr22	31644472	+	LIMK2	chr22:31608225-31676066
ENSG00000100100	chr22	31688514	-	PIK3IP1	chr22:31677579-31688520
ENSG00000100105	chr22	31742218	-	PATZ1	chr22:31721790-31742218
ENSG00000185721	chr22	31795508	+	DRG1	chr22:31795509-31924726
ENSG00000184708	chr22	31885573	-	EIF4ENIF1	chr22:31832963-31892094
ENSG00000198089	chr22	31892548	+	SFI1	chr22:31884674-32014572
ENSG00000241878	chr22	32024207	-	PISD	chr22:32014477-32058418
ENSG00000100150	chr22	32150837	+	DEPDC5	chr22:32149944-32303012
ENSG00000128245	chr22	32340446	+	YWHAH	chr22:32340447-32353590
ENSG00000128254	chr22	32341336	-	C22orf24	chr22:32329507-32341504
ENSG00000100170	chr22	32439018	+	SLC5A1	chr22:32439019-32509016
ENSG00000128253	chr22	32599464	-	RFPL2	chr22:32586422-32600718
ENSG00000100191	chr22	32651328	-	SLC5A4	chr22:32614465-32651328
ENSG00000128276	chr22	32753853	+	RFPL3	chr22:32750872-32757148
ENSG00000100220	chr22	32808242	-	RTCB	chr22:32783569-32808242
ENSG00000184459	chr22	32860471	-	BPIFC	chr22:32809834-32860471
ENSG00000100225	chr22	32870662	+	FBXO7	chr22:32870663-32894818
ENSG00000100234	chr22	33197686	+	TIMP3	chr22:33197687-33259030
ENSG00000185666	chr22	33454358	-	SYN3	chr22:32908539-33454358
ENSG00000133424	chr22	34316409	-	LARGE	chr22:33558212-34318829
ENSG00000175329	chr22	35462128	+	ISX	chr22:35462129-35483380
ENSG00000100281	chr22	35653490	+	HMGXB4	chr22:35653445-35691800
ENSG00000100284	chr22	35695796	+	TOM1	chr22:35695268-35743985
ENSG00000100292	chr22	35776827	+	HMOX1	chr22:35776354-35790207
ENSG00000100297	chr22	35796055	+	MCM5	chr22:35796056-35821423
ENSG00000100302	chr22	35936914	+	RASD2	chr22:35936915-35950048
ENSG00000198125	chr22	36013503	-	MB	chr22:36002811-36033998
ENSG00000221963	chr22	36044441	+	APOL6	chr22:36044442-36064456
ENSG00000128313	chr22	36113918	+	APOL5	chr22:36113919-36125530
ENSG00000100320	chr22	36424473	-	RBFOX2	chr22:36134783-36424473
ENSG00000128284	chr22	36556977	-	APOL3	chr22:36536372-36562225
ENSG00000100336	chr22	36600879	-	APOL4	chr22:36585172-36600886
ENSG00000128335	chr22	36636000	-	APOL2	chr22:36622256-36636000
ENSG00000100342	chr22	36649123	+	APOL1	chr22:36649056-36663576
ENSG00000100345	chr22	36784063	-	MYH9	chr22:36677327-36784063
ENSG00000100348	chr22	36878077	-	TXN2	chr22:36863083-36878077
ENSG00000100350	chr22	36903148	-	FOXRED2	chr22:36883237-36903148
ENSG00000100353	chr22	36925483	-	EIF3D	chr22:36906897-36925483
ENSG00000166862	chr22	37099603	-	CACNG2	chr22:36959968-37099603
ENSG00000100360	chr22	37172172	-	IFT27	chr22:37154246-37172300
ENSG00000100362	chr22	37215523	-	PVALB	chr22:37196728-37215523
ENSG00000100365	chr22	37257029	+	NCF4	chr22:37257030-37274057
ENSG00000100368	chr22	37309669	+	CSF2RB	chr22:37309670-37336491
ENSG00000128311	chr22	37415508	-	TST	chr22:37406900-37415681
ENSG00000128309	chr22	37415701	+	MPST	chr22:37415676-37425863
ENSG00000100379	chr22	37447778	+	KCTD17	chr22:37447779-37459430
ENSG00000187045	chr22	37499696	-	TMPRSS6	chr22:37461476-37505603
ENSG00000100385	chr22	37546030	-	IL2RB	chr22:37521878-37571094
ENSG00000133466	chr22	37584329	-	C1QTNF6	chr22:37576207-37595425
ENSG00000183473	chr22	37608362	-	SSTR3	chr22:37600278-37608362
ENSG00000128340	chr22	37640310	-	RAC2	chr22:37621301-37640488
ENSG00000100055	chr22	37678423	+	CYTH4	chr22:37678068-37711382
ENSG00000166897	chr22	37823505	-	ELFN2	chr22:37764000-37823505
ENSG00000100060	chr22	37882439	-	MFNG	chr22:37865101-37882439
ENSG00000100065	chr22	37915549	-	CARD10	chr22:37886400-37915549
ENSG00000128283	chr22	37956453	+	CDC42EP1	chr22:37956454-37965412
ENSG00000100079	chr22	37976087	-	LGALS2	chr22:37966255-37978623
ENSG00000100083	chr22	38004481	+	GGA1	chr22:38004481-38029571
ENSG00000100092	chr22	38035481	+	SH3BP1	chr22:38030661-38062939
ENSG00000241360	chr22	38054733	+	PDXP	chr22:38054734-38062941
ENSG00000100097	chr22	38071614	+	LGALS1	chr22:38071615-38075813
ENSG00000100101	chr22	38082329	+	NOL12	chr22:38077680-38170137
ENSG00000100106	chr22	38093010	+	TRIOBP	chr22:38093011-38172563
ENSG00000189060	chr22	38201113	+	H1F0	chr22:38201114-38203442
ENSG00000100116	chr22	38203911	+	GCAT	chr22:38203912-38213183
ENSG00000128310	chr22	38219388	+	GALR3	chr22:38219389-38221502
ENSG00000100124	chr22	38240438	-	ANKRD54	chr22:38226862-38245334
ENSG00000100129	chr22	38244874	+	EIF3L	chr22:38244875-38285414
ENSG00000100139	chr22	38302303	+	MICALL1	chr22:38301664-38338829
ENSG00000128346	chr22	38349603	-	C22orf23	chr22:38339528-38349676
ENSG00000100142	chr22	38349669	+	POLR2F	chr22:38348614-38437922
ENSG00000100146	chr22	38380544	-	SOX10	chr22:38366693-38383429
ENSG00000100151	chr22	38453206	+	PICK1	chr22:38452318-38471708
ENSG00000100156	chr22	38479149	-	SLC16A8	chr22:38474141-38480100
ENSG00000128298	chr22	38506677	-	BAIAP2L2	chr22:38480896-38506677
ENSG00000184381	chr22	38577809	-	PLA2G6	chr22:38507502-38601697
ENSG00000185022	chr22	38597888	+	MAFF	chr22:38597889-38612518
ENSG00000198792	chr22	38669040	-	TMEM184B	chr22:38615298-38669040
ENSG00000213923	chr22	38713413	-	CSNK1E	chr22:38686697-38794527
ENSG00000168135	chr22	38851205	-	KCNJ4	chr22:38822332-38851205
ENSG00000100196	chr22	38864082	+	KDELR3	chr22:38864067-38879452
ENSG00000100201	chr22	38902342	-	DDX17	chr22:38879445-38903665
ENSG00000100206	chr22	38966291	-	DMC1	chr22:38914954-38966291
ENSG00000100211	chr22	39052655	+	CBY1	chr22:39052641-39069859
ENSG00000100216	chr22	39077952	+	TOMM22	chr22:39077953-39080818
ENSG00000100221	chr22	39096672	-	JOSD1	chr22:39081548-39097561
ENSG00000100226	chr22	39101727	+	GTPBP1	chr22:39101728-39134304
ENSG00000100242	chr22	39152004	-	SUN2	chr22:39130730-39190148
ENSG00000100246	chr22	39190178	-	DNAL4	chr22:39174513-39190203
ENSG00000221890	chr22	39239987	-	NPTXR	chr22:39214457-39239987
ENSG00000183741	chr22	39268319	-	CBX6	chr22:39257455-39268319
ENSG00000128383	chr22	39348755	+	APOBEC3A	chr22:39348746-39359188
ENSG00000179750	chr22	39378413	+	APOBEC3B	chr22:39378352-39388809
ENSG00000244509	chr22	39410087	+	APOBEC3C	chr22:39410088-39416357
ENSG00000243811	chr22	39417117	+	APOBEC3D	chr22:39410368-39429281
ENSG00000128394	chr22	39436608	+	APOBEC3F	chr22:39436609-39449915
ENSG00000239713	chr22	39473009	+	APOBEC3G	chr22:39436924-39483748
ENSG00000100298	chr22	39493279	+	APOBEC3H	chr22:39493229-39500072
ENSG00000100307	chr22	39548655	-	CBX7	chr22:39516172-39548679
ENSG00000100311	chr22	39640756	-	PDGFB	chr22:39619364-39640756
ENSG00000100316	chr22	39715776	-	RPL3	chr22:39708887-39716394
ENSG00000100321	chr22	39746000	+	SYNGR1	chr22:39745930-39781593
ENSG00000100324	chr22	39795745	+	TAB1	chr22:39795746-39833065
ENSG00000128268	chr22	39853348	+	MGAT3	chr22:39853349-39888199
ENSG00000100335	chr22	39898357	+	MIEF1	chr22:39895437-39914137
ENSG00000128272	chr22	39916568	+	ATF4	chr22:39915700-39918691
ENSG00000187051	chr22	39928860	-	RPS19BP1	chr22:39925098-39928860
ENSG00000100346	chr22	39966757	+	CACNA1I	chr22:39966758-40085742
ENSG00000100351	chr22	40297085	+	GRAP2	chr22:40297086-40369725
ENSG00000100354	chr22	40573928	+	TNRC6B	chr22:40440821-40731812
ENSG00000239900	chr22	40742506	+	ADSL	chr22:40742507-40786467
ENSG00000100359	chr22	40766614	+	SGSM3	chr22:40766595-40806293
ENSG00000196588	chr22	41032689	-	MKL1	chr22:40806285-41032706
ENSG00000128285	chr22	41074753	+	MCHR1	chr22:41074754-41078818
ENSG00000100372	chr22	41215386	-	SLC25A17	chr22:41165634-41215403
ENSG00000100380	chr22	41253026	-	ST13	chr22:41220539-41253026
ENSG00000196236	chr22	41253101	+	XPNPEP3	chr22:41253081-41363838
ENSG00000172404	chr22	41258130	-	DNAJB7	chr22:41255553-41258130
ENSG00000100387	chr22	41347362	+	RBX1	chr22:41347351-41369313
ENSG00000100393	chr22	41487789	+	EP300	chr22:41487790-41576081
ENSG00000100395	chr22	41601208	+	L3MBTL2	chr22:41601209-41627275
ENSG00000100399	chr22	41636938	-	CHADL	chr22:41625517-41636938
ENSG00000100401	chr22	41678518	-	RANGAP1	chr22:41641615-41682255
ENSG00000100403	chr22	41697525	+	ZC3H7B	chr22:41697526-41756151
ENSG00000167074	chr22	41777932	+	TEF	chr22:41763337-41795330
ENSG00000183864	chr22	41843027	-	TOB2	chr22:41829496-41843027
ENSG00000100410	chr22	41864729	-	PHF5A	chr22:41855721-41864729
ENSG00000100412	chr22	41865128	+	ACO2	chr22:41865129-41924993
ENSG00000100413	chr22	41940449	-	POLR3H	chr22:41921808-41940610
ENSG00000172346	chr22	41956766	+	CSDC2	chr22:41956767-41973745
ENSG00000100417	chr22	41985894	-	PMM1	chr22:41972898-41985894
ENSG00000100418	chr22	42017100	-	DESI1	chr22:41994032-42017100
ENSG00000196419	chr22	42017353	+	XRCC6	chr22:42017123-42060044
ENSG00000100138	chr22	42084885	-	NHP2L1	chr22:42069934-42086508
ENSG00000184208	chr22	42086546	+	C22orf46	chr22:42084943-42094140
ENSG00000167077	chr22	42095502	+	MEI1	chr22:42095503-42195460
ENSG00000100147	chr22	42196682	+	CCDC134	chr22:42196683-42222303
ENSG00000198911	chr22	42229108	+	SREBF2	chr22:42229109-42303312
ENSG00000234965	chr22	42310570	-	SHISA8	chr22:42307297-42310570
ENSG00000159958	chr22	42322822	-	TNFRSF13C	chr22:42321045-42322822
ENSG00000100162	chr22	42343168	-	CENPM	chr22:42334725-42343168
ENSG00000100167	chr22	42372813	+	SEPT3	chr22:42372276-42394225
ENSG00000183066	chr22	42394791	+	WBP2NL	chr22:42394729-42454460
ENSG00000198951	chr22	42466834	-	NAGA	chr22:42454358-42466846
ENSG00000177096	chr22	42470254	+	FAM109B	chr22:42470255-42475445
ENSG00000183172	chr22	42475698	+	SMDT1	chr22:42475695-42480288
ENSG00000184983	chr22	42486959	-	NDUFA6	chr22:42481529-42486959
ENSG00000100197	chr22	42526908	-	CYP2D6	chr22:42522501-42526908
ENSG00000100207	chr22	42611448	-	TCF20	chr22:42556019-42739622
ENSG00000235568	chr22	42828401	-	NFAM1	chr22:42776416-42828401
ENSG00000189306	chr22	42915808	-	RRP7A	chr22:42905974-42915808
ENSG00000183569	chr22	42949924	+	SERHL2	chr22:42949623-42970388
ENSG00000100227	chr22	43010968	-	POLDIP3	chr22:42979727-43010968
ENSG00000249222	chr22	43036607	-	ATP5L2	chr22:43035809-43036607
ENSG00000100243	chr22	43040515	-	CYB5R3	chr22:43013846-43045574
ENSG00000128274	chr22	43090992	-	A4GALT	chr22:43088127-43117304
ENSG00000242247	chr22	43253408	-	ARFGAP3	chr22:43192508-43254112
ENSG00000100266	chr22	43411151	-	PACSIN2	chr22:43231418-43411151
ENSG00000100271	chr22	43485434	-	TTLL1	chr22:43435522-43485434
ENSG00000100290	chr22	43506753	+	BIK	chr22:43506754-43525718
ENSG00000100294	chr22	43539400	-	MCAT	chr22:43528212-43539400
ENSG00000100300	chr22	43547936	+	TSPO	chr22:43547520-43559248
ENSG00000100304	chr22	43583139	-	TTLL12	chr22:43562628-43583139
ENSG00000159307	chr22	43739394	-	SCUBE1	chr22:43593289-43739394
ENSG00000186732	chr22	43807201	+	MPPED1	chr22:43807202-43903728
ENSG00000186976	chr22	44208157	-	EFCAB6	chr22:43924624-44208217
ENSG00000130540	chr22	44258383	-	SULT4A1	chr22:44220389-44258398
ENSG00000100341	chr22	44287893	-	PNPLA5	chr22:44275558-44287893
ENSG00000100344	chr22	44319618	+	PNPLA3	chr22:44319619-44360368
ENSG00000100347	chr22	44351300	+	SAMM50	chr22:44351301-44406411
ENSG00000188677	chr22	44395090	+	PARVB	chr22:44395091-44568829
ENSG00000138964	chr22	44576769	+	PARVG	chr22:44568836-44615413
ENSG00000138944	chr22	44708731	-	KIAA1644	chr22:44639547-44708731
ENSG00000186654	chr22	45072964	+	PRR5	chr22:45064593-45133561
ENSG00000248405	chr22	45098354	+	PRR5-ARHGAP8	chr22:45098113-45258586
ENSG00000241484	chr22	45098381	+	ARHGAP8	chr22:45098355-45258665
ENSG00000056487	chr22	45405581	-	PHF21B	chr22:45277042-45405880
ENSG00000093000	chr22	45559721	+	NUP50	chr22:45559722-45583896
ENSG00000100373	chr22	45680862	+	UPK3A	chr22:45680863-45691755
ENSG00000100376	chr22	45704862	+	FAM118A	chr22:45704849-45737836
ENSG00000077935	chr22	45809448	-	SMC1B	chr22:45739944-45809500
ENSG00000128408	chr22	45809573	+	RIBC2	chr22:45809572-45828376
ENSG00000077942	chr22	45898770	+	FBLN1	chr22:45898118-45997015
ENSG00000130638	chr22	46067678	+	ATXN10	chr22:46067678-46241187
ENSG00000188064	chr22	46373009	-	WNT7B	chr22:46316242-46373009
ENSG00000186951	chr22	46546498	+	PPARA	chr22:46546424-46639653
ENSG00000205643	chr22	46646576	-	CDPF1	chr22:46639908-46646576
ENSG00000130943	chr22	46659219	-	PKDREJ	chr22:46651560-46659219
ENSG00000075234	chr22	46663860	+	TTC38	chr22:46663858-46689905
ENSG00000075218	chr22	46692637	+	GTSE1	chr22:46692638-46726707
ENSG00000100416	chr22	46731321	+	TRMU	chr22:46726772-46753237
ENSG00000075275	chr22	46933067	-	CELSR1	chr22:46756731-46933067
ENSG00000075240	chr22	47016298	+	GRAMD4	chr22:46971909-47075688
ENSG00000100422	chr22	47134158	-	CERK	chr22:47080308-47134158
ENSG00000054611	chr22	47158517	+	TBC1D22A	chr22:47158518-47571336
ENSG00000219438	chr22	48885271	+	FAM19A5	chr22:48885272-49246724
ENSG00000100425	chr22	50218452	-	BRD1	chr22:50166931-50221160
ENSG00000100426	chr22	50247489	+	ZBED4	chr22:50247490-50283726
ENSG00000182858	chr22	50312106	-	ALG12	chr22:50293877-50312106
ENSG00000184164	chr22	50312282	+	CRELD2	chr22:50311815-50321188
ENSG00000198355	chr22	50354160	+	PIM3	chr22:50354161-50357728
ENSG00000188263	chr22	50451088	-	IL17REL	chr22:50432942-50451088
ENSG00000138892	chr22	50495364	-	TTLL8	chr22:50453552-50495364
ENSG00000100427	chr22	50524331	-	MLC1	chr22:50497820-50524331
ENSG00000073146	chr22	50528434	+	MOV10L1	chr22:50528308-50600119
ENSG00000073150	chr22	50609159	+	PANX2	chr22:50609160-50618723
ENSG00000073169	chr22	50639407	+	SELO	chr22:50639408-50656045
ENSG00000128159	chr22	50682993	-	TUBGCP6	chr22:50656118-50683421
ENSG00000100429	chr22	50689814	-	HDAC10	chr22:50683612-50689834
ENSG00000188130	chr22	50700254	-	MAPK12	chr22:50683879-50700254
ENSG00000185386	chr22	50708822	-	MAPK11	chr22:50702142-50709196
ENSG00000196576	chr22	50746056	-	PLXNB2	chr22:50713408-50746056
ENSG00000205593	chr22	50765489	-	DENND6B	chr22:50747459-50765489
ENSG00000100239	chr22	50781751	+	PPP6R2	chr22:50781733-50883514
ENSG00000100241	chr22	50913453	-	SBF1	chr22:50883429-50913454
ENSG00000128165	chr22	50919984	+	ADM2	chr22:50919985-50924869
ENSG00000100253	chr22	50925252	+	MIOX	chr22:50925213-50929077
ENSG00000100258	chr22	50946120	-	LMF2	chr22:50941376-50946135
ENSG00000025770	chr22	50946688	+	NCAPH2	chr22:50946645-50961901
ENSG00000130489	chr22	50964868	-	SCO2	chr22:50961997-50964868
ENSG00000025708	chr22	50968444	-	TYMP	chr22:50964181-50968485
ENSG00000130487	chr22	50986461	+	KLHDC7B	chr22:50986462-50989451
ENSG00000217442	chr22	51001334	-	SYCE3	chr22:50989541-51001334
ENSG00000205560	chr22	51017096	-	CPT1B	chr22:51007290-51017899
ENSG00000254413	chr22	51018181	-	CHKB-CPT1B	chr22:51007298-51021394
ENSG00000100288	chr22	51021428	-	CHKB	chr22:51017378-51039884
ENSG00000008735	chr22	51039130	+	MAPK8IP2	chr22:51039114-51052409
ENSG00000100299	chr22	51066600	-	ARSA	chr22:51061182-51066607
ENSG00000251322	chr22	51113069	+	SHANK3	chr22:51112843-51171726
ENSG00000100312	chr22	51176623	+	ACR	chr22:51176624-51183762
ENSG00000079974	chr22	51222070	-	RABL2B	chr22:51205929-51222091
ENSG00000134121	chr3	238278	+	CHL1	chr3:238279-451090
ENSG00000134115	chr3	1134259	+	CNTN6	chr3:1134260-1445901
ENSG00000144619	chr3	2280512	+	CNTN4	chr3:2140497-3099645
ENSG00000091181	chr3	3152058	-	IL5RA	chr3:3111233-3168297
ENSG00000072756	chr3	3168599	+	TRNT1	chr3:3168600-3192563
ENSG00000113851	chr3	3221394	-	CRBN	chr3:3190676-3221394
ENSG00000175928	chr3	3841120	+	LRRN1	chr3:3841121-3889387
ENSG00000170364	chr3	4344987	+	SETMAR	chr3:4344988-4359251
ENSG00000144455	chr3	4508965	-	SUMF1	chr3:3742498-4508965
ENSG00000150995	chr3	4535031	+	ITPR1	chr3:4535032-4889524
ENSG00000134107	chr3	5020800	+	BHLHE40	chr3:5020801-5027008
ENSG00000134108	chr3	5163904	+	ARL8B	chr3:5163905-5222596
ENSG00000134109	chr3	5229357	+	EDEM1	chr3:5229331-5261642
ENSG00000196277	chr3	6902801	+	GRM7	chr3:6811688-7783215
ENSG00000071282	chr3	8543392	+	LMCD1	chr3:8543393-8609805
ENSG00000125046	chr3	8686484	-	SSUH2	chr3:8661086-8786726
ENSG00000182533	chr3	8775485	+	CAV3	chr3:8775486-8883492
ENSG00000180914	chr3	8811303	-	OXTR	chr3:8792094-8811314
ENSG00000070950	chr3	9005186	-	RAD18	chr3:8817088-9005457
ENSG00000196220	chr3	9291063	-	SRGAP3	chr3:9022275-9404737
ENSG00000134077	chr3	9404735	+	THUMPD3	chr3:9404526-9428475
ENSG00000168137	chr3	9439402	+	SETD5	chr3:9439299-9520924
ENSG00000156959	chr3	9595486	-	LHFPL4	chr3:9543481-9595486
ENSG00000163719	chr3	9691145	+	MTMR14	chr3:9691117-9744077
ENSG00000144550	chr3	9745490	+	CPNE9	chr3:9745491-9771592
ENSG00000156983	chr3	9773428	+	BRPF1	chr3:9773413-9789702
ENSG00000114026	chr3	9791627	+	OGG1	chr3:9791628-9829903
ENSG00000134072	chr3	9811661	-	CAMK1	chr3:9799026-9811676
ENSG00000171148	chr3	9834431	-	TADA3	chr3:9821544-9834695
ENSG00000250151	chr3	9834797	+	ARPC4-TTLL3	chr3:9834766-9877085
ENSG00000241553	chr3	9834800	+	ARPC4	chr3:9834179-9849410
ENSG00000214021	chr3	9851671	+	TTLL3	chr3:9849770-9896822
ENSG00000156990	chr3	9885700	-	RPUSD3	chr3:9879533-9886286
ENSG00000187288	chr3	9920195	-	CIDEC	chr3:9908398-9921938
ENSG00000171135	chr3	9932237	+	JAGN1	chr3:9932238-9936033
ENSG00000163701	chr3	9944302	+	IL17RE	chr3:9944296-9958086
ENSG00000163702	chr3	9958781	+	IL17RC	chr3:9958758-9975314
ENSG00000163703	chr3	9975539	+	CRELD1	chr3:9975506-9987097
ENSG00000163704	chr3	9994078	-	PRRT3	chr3:9987226-9994078
ENSG00000125037	chr3	10028804	-	EMC3	chr3:10004221-10052800
ENSG00000144554	chr3	10068097	+	FANCD2	chr3:10068098-10143614
ENSG00000254999	chr3	10157275	+	BRK1	chr3:10157276-10168874
ENSG00000134086	chr3	10182691	+	VHL	chr3:10182692-10193904
